Pair ID,Species,Strain,StrainType,Generation,LOC,F_ID,M_ID,Npup,N_M,N_F,BirthDate,Wean Date,Parity,IBI,PrevLitterSize,Notes
11030x10786,PEMA,BW,STOCK,NA,HA,11030,10786,5,3,2,1/30/17,,4,35,4,
11030x10786,PEMA,BW,STOCK,NA,HA,11030,10786,4,2,2,3/1/17,,5,31,5,
11030x10786,PEMA,BW,STOCK,NA,HA,11030,10786,3,1,2,5/22/17,,6,81,4,
11030x10786,PEMA,BW,STOCK,NA,HA,11030,10786,5,5,0,6/18/17,,7,26,3,
11030x10786,PEMA,BW,STOCK,NA,HA,11030,10786,3,0,3,7/19/17,,8,31,5,
11030x10786,PEMA,BW,STOCK,NA,HA,11030,10786,4,1,3,8/13/17,,9,24,3,
11030x11230,PEMA,BW,STOCK,NA,HA,11030,11230,5,3,2,9/2/16,,1,,NA,
11030x11230,PEMA,BW,STOCK,NA,HA,11030,11230,3,2,1,10/7/16,,2,35,5,
11033x10789,PEMA,BW,STOCK,NA,HA,11033,10789,5,2,3,9/12/16,,1,,NA,
11034x11418,PEMA,BW,STOCK,NA,HA,11034,11418,3,2,1,8/31/16,,1,,NA,
11035x11096,PEMA,BW,STOCK,NA,HA,11035,11096,3,0,3,9/13/16,,1,,NA,
11072x11103,PEMA,BW,STOCK,NA,HA,11072,11103,5,3,2,8/29/16,,1,,NA,
11072x11103,PEMA,BW,STOCK,NA,HA,11072,11104,4,4,0,10/3/16,,2,34,5,
11072x11103,PEMA,BW,STOCK,NA,HA,11072,11103,3,1,2,10/30/16,,3,27,4,
11072x11103,PEMA,BW,STOCK,NA,HA,11072,11103,4,0,4,11/24/16,,4,24,3,
11072x12731,PEMA,BW,STOCK,NA,HA,11072,12731,4,2,2,2/18/17,,5,,4,
11078x10786,PEMA,BW,STOCK,NA,HA,11078,10786,1,1,0,9/13/16,,1,,NA,
11095x11033,PEMA,BW,STOCK,NA,HA,11095,11033,4,3,1,12/25/16,,3,,1,
11095x11033,PEMA,BW,STOCK,NA,HA,11095,11033,5,2,3,2/7/17,,4,42,4,
11095x11033,PEMA,BW,STOCK,NA,HA,11095,11033,5,3,2,3/27/17,,5,50,5,
11095x11101,PEMA,BW,STOCK,NA,HA,11095,11101,4,1,3,9/13/16,,1,,NA,
11095x11101,PEMA,BW,STOCK,NA,HA,11095,11101,4,3,1,10/7/16,,2,24,4,
11100x11098,PEMA,BW,STOCK,NA,HA,11100,11098,4,0,4,9/25/16,,1,,NA,
11100x11098,PEMA,BW,STOCK,NA,HA,11100,11098,4,2,2,10/19/16,,2,24,4,
11100x11098,PEMA,BW,STOCK,NA,HA,11100,11098,4,3,1,11/14/16,,3,25,4,
11229x11097,PEMA,BW,STOCK,NA,HA,11229,11097,3,2,1,9/22/16,,1,,NA,
11229x11097,PEMA,BW,STOCK,NA,HA,11229,11097,2,0,2,11/20/16,,2,58,3,
11229x11097,PEMA,BW,STOCK,NA,HA,11229,11097,4,3,1,12/14/16,,3,24,2,
11229x11097,PEMA,BW,STOCK,NA,HA,11229,11097,3,2,1,3/8/17,,4,84,4,
11229x11097,PEMA,BW,STOCK,NA,HA,11229,11097,4,3,1,4/4/17,,5,26,3,
11257x12524,PEMA,BW,STOCK,NA,HA,11257,12524,4,1,3,2/21/17,,1,,NA,
11257x12524,PEMA,BW,STOCK,NA,HA,11257,12524,7,2,5,3/17/17,,2,26,4,
11257x12524,PEMA,BW,STOCK,NA,HA,11257,12524,5,3,2,6/11/17,,3,84,7,
11257x12524,PEMA,BW,STOCK,NA,HA,11257,12524,3,0,3,8/1/17,,4,50,5,
11257x12524,PEMA,BW,STOCK,NA,HA,11257,12524,2,1,1,8/26/17,,5,25,3,
11257x12524,PEMA,BW,STOCK,NA,HA,11257,12524,3,3,0,9/19/17,,6,23,2,
11257x12524,PEMA,BW,STOCK,NA,HA,11257,12524,1,1,0,10/14/17,,7,25,3,
11257x12524,PEMA,BW,STOCK,NA,HA,11257,12524,2,0,2,11/8/17,,8,24,1,
11258x12270,PEMA,BW,STOCK,NA,HA,11258,12270,2,1,1,2/23/17,,1,,NA,
11258x12270,PEMA,BW,STOCK,NA,HA,11258,12270,4,0,4,3/21/17,,2,28,2,
11258x12270,PEMA,BW,STOCK,NA,HA,11258,12270,4,1,3,4/20/17,,3,29,4,
11258x12270,PEMA,BW,STOCK,NA,HA,11258,12270,6,4,2,5/18/17,,4,28,4,
11258x12270,PEMA,BW,STOCK,NA,HA,11258,12270,7,4,3,6/14/17,,5,26,6,
11258x12270,PEMA,BW,STOCK,NA,HA,11258,12270,7,3,4,7/8/17,,6,24,7,
11258x12270,PEMA,BW,STOCK,NA,HA,11258,12270,7,3,4,8/7/17,,7,29,7,
11258x12270,PEMA,BW,STOCK,NA,HA,11258,12270,5,3,2,8/31/17,,8,24,7,
11258x12270,PEMA,BW,STOCK,NA,HA,11258,12270,5,4,1,9/30/17,,9,30,5,
11258x12270,PEMA,BW,STOCK,NA,HA,11258,12270,3,2,1,10/23/17,,10,23,5,
11258x12270,PEMA,BW,STOCK,NA,HA,11258,12270,4,0,4,11/18/17,,11,25,3,
11258x12270,PEMA,BW,STOCK,NA,HA,11258,12270,3,3,0,12/12/17,,12,24,4,
11327x11019,PEMA,BW,STOCK,NA,HA,11327,11019,3,1,2,2/9/17,,1,,NA,
11327x11019,PEMA,BW,STOCK,NA,HA,11327,11019,4,1,3,3/7/17,,2,28,3,
11337x11349,PEMA,BW,STOCK,NA,HA,11337,11349,3,1,2,10/30/16,,1,,NA,
11337x11349,PEMA,BW,STOCK,NA,HA,11337,11349,3,1,2,11/25/16,,2,25,3,
11337x11349,PEMA,BW,STOCK,NA,HA,11337,11349,4,3,1,12/18/16,,3,23,3,
11337x11349,PEMA,BW,STOCK,NA,HA,11337,11349,3,0,3,1/12/17,,4,24,4,
11337x11349,PEMA,BW,STOCK,NA,HA,11337,11349,3,0,3,2/4/17,,5,22,3,
11337x11349,PEMA,BW,STOCK,NA,HA,11337,11349,5,3,2,3/2/17,,6,28,3,
11337x11349,PEMA,BW,STOCK,NA,HA,11337,11349,5,3,2,3/25/17,,7,23,5,
11337x11349,PEMA,BW,STOCK,NA,HA,11337,11349,4,3,1,4/18/17,,8,23,5,
11337x11349,PEMA,BW,STOCK,NA,HA,11337,11349,3,1,2,5/12/17,,9,24,4,
11337x11349,PEMA,BW,STOCK,NA,HA,11337,11349,5,3,2,6/5/17,,10,23,3,
11337x11349,PEMA,BW,STOCK,NA,HA,11337,11349,3,0,3,6/30/17,,11,25,5,
11337x11349,PEMA,BW,STOCK,NA,HA,11337,11349,3,1,2,8/17/17,,12,48,3,
11337x11349,PEMA,BW,STOCK,NA,HA,11337,11349,2,0,2,9/12/17,,13,26,3,
11371x11605,PEMA,BW,STOCK,NA,HA,11371,11605,2,1,1,2/8/17,,1,,NA,
11371x11605,PEMA,BW,STOCK,NA,HA,11371,11605,1,1,0,3/8/17,,2,30,2,
11372x11011,PEMA,BW,STOCK,NA,HA,11372,11011,1,1,0,3/28/17,,1,,NA,
11484x11862,PEMA,BW,STOCK,NA,HA,11484,11862,3,3,0,4/5/17,,1,,NA,
11489x11862,PEMA,BW,STOCK,NA,HA,11489,11862,3,0,3,1/20/17,,1,,NA,
11489x11862,PEMA,BW,STOCK,NA,HA,11489,11862,3,2,1,3/10/17,,2,50,3,
11489x11862,PEMA,BW,STOCK,NA,HA,11489,11862,3,1,2,5/1/17,,3,51,3,
11539x11713,PEMA,BW,STOCK,NA,HA,11539,11713,4,1,3,12/29/16,,1,,NA,
11539x11713,PEMA,BW,STOCK,NA,HA,11539,11713,4,1,3,2/22/17,,2,53,4,
11539x11713,PEMA,BW,STOCK,NA,HA,11539,11713,2,0,2,5/3/17,,3,71,4,
11619x8155,PEMA,BW,STOCK,NA,HA,11619,8155,1,0,1,9/17/16,,1,,NA,
11619x8155,PEMA,BW,STOCK,NA,HA,11619,8155,3,2,1,10/14/16,,2,27,1,
11619x8155,PEMA,BW,STOCK,NA,HA,11619,8155,2,1,1,11/27/16,,3,43,3,
11619x8155,PEMA,BW,STOCK,NA,HA,11619,8155,2,2,0,1/29/17,,4,62,2,
11619x8155,PEMA,BW,STOCK,NA,HA,11619,8155,4,3,1,2/27/17,,5,28,2,
11619x8155,PEMA,BW,STOCK,NA,HA,11619,8155,4,4,0,3/27/17,,6,30,4,
11724x10498,PEMA,BW,STOCK,NA,HA,11724,10498,3,2,1,11/14/16,,1,,NA,
11724x10498,PEMA,BW,STOCK,NA,HA,11724,10498,4,1,3,12/8/16,,2,24,3,
11724x10498,PEMA,BW,STOCK,NA,HA,11724,10498,1,0,1,1/28/17,,3,50,4,
11740x11585,PEMA,BW,STOCK,NA,HA,11740,11585,3,2,1,1/15/17,,1,,NA,
11740x11585,PEMA,BW,STOCK,NA,HA,11740,11585,4,2,2,2/11/17,,2,26,3,
11740x11585,PEMA,BW,STOCK,NA,HA,11740,11585,4,1,3,3/11/17,,3,30,4,
11740x11585,PEMA,BW,STOCK,NA,HA,11740,11585,6,2,4,4/5/17,,4,24,4,
11740x11585,PEMA,BW,STOCK,NA,HA,11740,11585,4,2,2,5/3/17,,5,28,6,
11740x11585,PEMA,BW,STOCK,NA,HA,11740,11585,3,3,0,5/26/17,,6,23,4,
11740x11585,PEMA,BW,STOCK,NA,HA,11740,11585,5,1,4,6/22/17,,7,26,3,
11740x11585,PEMA,BW,STOCK,NA,HA,11740,11585,4,1,3,7/19/17,,8,27,5,
11740x11585,PEMA,BW,STOCK,NA,HA,11740,11585,6,4,2,8/12/17,,9,23,4,
11740x11585,PEMA,BW,STOCK,NA,HA,11740,11585,5,3,2,9/5/17,,10,23,6,
11740x11585,PEMA,BW,STOCK,NA,HA,11740,11585,3,2,1,11/5/17,,11,60,5,
11741x11586,PEMA,BW,STOCK,NA,HA,11741,11586,4,1,3,3/2/17,,1,,NA,
11855x11500,PEMA,BW,STOCK,NA,HA,11855,11500,3,2,1,3/23/17,,1,,NA,
11855x11500,PEMA,BW,STOCK,NA,HA,11855,11500,4,2,2,4/18/17,,2,25,3,
11855x11500,PEMA,BW,STOCK,NA,HA,11855,11500,5,1,4,5/15/17,,3,27,4,
11855x11500,PEMA,BW,STOCK,NA,HA,11855,11500,5,5,0,6/9/17,,4,24,5,
11855x11500,PEMA,BW,STOCK,NA,HA,11855,11500,3,0,3,7/5/17,,5,26,5,
11855x11500,PEMA,BW,STOCK,NA,HA,11855,11500,2,1,1,9/17/17,,6,72,3,
11855x11500,PEMA,BW,STOCK,NA,HA,11855,11500,3,2,1,10/12/17,,7,25,2,
11855x11500,PEMA,BW,STOCK,NA,HA,11855,11500,3,1,2,11/6/17,,8,24,3,
11855x11500,PEMA,BW,STOCK,NA,HA,11855,11500,3,1,2,1/28/18,,9,82,3,
11855x11500,PEMA,BW,STOCK,NA,HA,11855,11500,2,1,1,2/20/18,,10,22,3,
11855x11500,PEMA,BW,STOCK,NA,HA,11855,11500,1,1,0,3/19/18,,11,29,2,
11856x11500,PEMA,BW,STOCK,NA,HA,11856,11500,1,1,0,4/14/18,,1,,NA,
11957x13331,PEMA,BW,STOCK,NA,HA,11957,13331,3,2,1,4/26/16,,1,,NA,
11957x13331,PEMA,BW,STOCK,NA,HA,11957,13331,2,1,1,5/21/17,,2,385,3,
11957x13331,PEMA,BW,STOCK,NA,HA,11957,13331,5,4,1,6/16/17,,3,25,2,
11957x13331,PEMA,BW,STOCK,NA,HA,11957,13331,3,2,1,7/11/17,,4,25,5,
11957x13331,PEMA,BW,STOCK,NA,HA,11957,13331,1,0,1,8/4/17,,5,23,3,
11957x13331,PEMA,BW,STOCK,NA,HA,11957,13331,1,0,1,8/30/17,,6,26,1,
11957x13331,PEMA,BW,STOCK,NA,HA,11957,13331,1,0,1,11/21/17,,7,81,1,
11958x1332,PEMA,BW,STOCK,NA,HA,11958,1332,3,1,2,5/18/17,,1,,NA,
12187x12414,PEMA,BW,STOCK,NA,HA,12187,12414,3,2,1,12/28/16,,1,,NA,
12187x12414,PEMA,BW,STOCK,NA,HA,12187,12414,4,3,1,1/24/17,,2,26,3,
12187x12414,PEMA,BW,STOCK,NA,HA,12187,12414,6,3,3,2/23/17,,3,29,4,
12187x12414,PEMA,BW,STOCK,NA,HA,12187,12414,6,3,3,4/3/17,,4,40,6,
12187x12414,PEMA,BW,STOCK,NA,HA,12187,12414,6,3,3,6/29/17,,5,86,6,
12187x12414,PEMA,BW,STOCK,NA,HA,12187,12414,3,1,2,7/23/17,,6,24,6,
12219x12482,PEMA,BW,STOCK,NA,HA,12219,12482,2,1,1,3/24/17,,1,,NA,
12222x12962,PEMA,BW,STOCK,NA,HA,12222,12962,4,2,2,3/17/17,,1,,NA,
12222x12962,PEMA,BW,STOCK,NA,HA,12222,12962,4,3,1,4/7/17,,2,20,4,
12268x13574,PEMA,BW,STOCK,NA,HA,12268,13574,2,1,1,2/27/17,,1,,NA,
12268x13574,PEMA,BW,STOCK,NA,HA,12268,13574,1,1,0,3/20/17,,2,23,2,
12268x13574,PEMA,BW,STOCK,NA,HA,12268,13574,3,1,2,4/18/17,,3,28,1,
12359x12511,PEMA,BW,STOCK,NA,HA,12359,12511,3,2,1,2/27/17,,1,,NA,
12359x12511,PEMA,BW,STOCK,NA,HA,12359,12511,5,3,2,3/26/17,,2,29,3,
12359x12511,PEMA,BW,STOCK,NA,HA,12359,12511,6,3,3,4/21/17,,3,25,5,
12359x12511,PEMA,BW,STOCK,NA,HA,12359,12511,4,2,2,5/16/17,,4,25,6,
12359x12511,PEMA,BW,STOCK,NA,HA,12359,12511,7,2,5,6/10/17,,5,24,4,
12359x12511,PEMA,BW,STOCK,NA,HA,12359,12511,4,1,3,1/5/18,,6,205,7,
12360x12758,PEMA,BW,STOCK,NA,HA,12360,12758,4,2,2,2/20/17,,1,,NA,
12360x12758,PEMA,BW,STOCK,NA,HA,12360,12758,7,2,5,3/19/17,,2,29,4,
12360x12758,PEMA,BW,STOCK,NA,HA,12360,12758,6,2,4,4/20/17,,3,31,7,
12360x12758,PEMA,BW,STOCK,NA,HA,12360,12758,5,5,0,5/18/17,,4,28,6,
12360x12758,PEMA,BW,STOCK,NA,HA,12360,12758,7,4,3,6/17/17,,5,29,5,
12360x12758,PEMA,BW,STOCK,NA,HA,12360,12758,6,4,2,7/13/17,,6,26,7,
12360x12758,PEMA,BW,STOCK,NA,HA,12360,12758,4,4,0,8/10/17,,7,27,6,
12360x12758,PEMA,BW,STOCK,NA,HA,12360,12758,5,2,3,9/7/17,,8,27,4,
12360x12758,PEMA,BW,STOCK,NA,HA,12360,12758,5,2,3,10/3/17,,9,26,5,
12360x12758,PEMA,BW,STOCK,NA,HA,12360,12758,4,3,1,12/2/17,,10,59,5,
12360x12758,PEMA,BW,STOCK,NA,HA,12360,12758,3,2,1,12/28/17,,11,26,4,
12360x12758,PEMA,BW,STOCK,NA,HA,12360,12758,1,0,1,3/15/18,,12,77,3,
12420x9229,PEMA,BW,STOCK,NA,HA,12420,9229,2,1,1,11/10/16,,1,,NA,
12420x9229,PEMA,BW,STOCK,NA,HA,12420,9229,6,2,4,12/14/16,,2,34,2,
12420x9229,PEMA,BW,STOCK,NA,HA,12420,9229,6,4,2,2/24/17,,3,70,6,
12420x9229,PEMA,BW,STOCK,NA,HA,12420,9229,4,2,2,4/15/17,,4,51,6,
12420x9229,PEMA,BW,STOCK,NA,HA,12420,9229,5,2,3,5/10/17,,5,25,4,
12420x9229,PEMA,BW,STOCK,NA,HA,12420,9229,1,0,1,6/2/17,,6,22,5,
12470x12053,PEMA,BW,STOCK,NA,HA,12470,12053,4,2,2,6/2/17,,3,,1,
12470x9229,PEMA,BW,STOCK,NA,HA,12720,9229,5,3,2,1/31/17,,1,,NA,
12470x9229,PEMA,BW,STOCK,NA,HA,12470,9229,6,3,3,3/20/17,,2,48,5,
12470x9229,PEMA,BW,STOCK,NA,HA,12470,9229,3,1,2,6/27/17,,4,,6,
12470x9229,PEMA,BW,STOCK,NA,HA,12470,9229,2,1,1,8/29/17,,5,62,3,
12470x9229,PEMA,BW,STOCK,NA,HA,12470,9229,1,1,0,9/23/17,,6,24,2,
12470x9229,PEMA,BW,STOCK,NA,HA,12470,9229,2,1,1,10/17/17,,7,24,1,
12470x9229,PEMA,BW,STOCK,NA,HA,12470,9229,3,2,1,12/19/17,,8,62,2,
12470x9229,PEMA,BW,STOCK,NA,HA,12470,9229,2,2,0,1/31/18,,9,42,3,
12470x9229,PEMA,BW,STOCK,NA,HA,12470,9229,3,1,2,4/2/18,,10,62,2,
12480x12051,PEMA,BW,STOCK,NA,HA,12480,12051,1,0,1,3/31/17,,1,,NA,
12480x12051,PEMA,BW,STOCK,NA,HA,12480,12051,5,3,2,4/26/17,,2,26,1,
12480x12051,PEMA,BW,STOCK,NA,HA,12480,12051,4,2,2,5/22/17,,3,26,5,
12483x12727,PEMA,BW,STOCK,NA,HA,12483,12727,3,0,3,2/12/17,,2,47,4,
12483x12727,PEMA,BW,STOCK,NA,HA,12483,12727,5,1,4,3/15/17,,3,33,3,
12483x12727,PEMA,BW,STOCK,NA,HA,12483,12727,6,3,3,4/11/17,,4,26,5,
12483x12727,PEMA,BW,STOCK,NA,HA,12483,12727,1,0,1,6/1/17,,5,50,6,
12483x12842,PEMA,BW,STOCK,NA,HA,12483,12842,6,3,3,12/25/16,,1,,NA,
12484x12042,PEMA,BW,STOCK,NA,HA,12484,12042,4,2,2,1/14/17,,1,,NA,
12484x12042,PEMA,BW,STOCK,NA,HA,12484,12042,2,0,2,4/4/17,,2,80,4,
12484x12042,PEMA,BW,STOCK,NA,HA,12484,12042,3,2,1,5/18/17,,3,44,2,
12484x12042,PEMA,BW,STOCK,NA,HA,12484,12042,1,0,1,8/24/17,,4,96,3,
12484x12042,PEMA,BW,STOCK,NA,HA,12484,12042,1,0,1,11/30/17,,5,96,1,
12484x12042,PEMA,BW,STOCK,NA,HA,12484,12042,2,2,0,1/18/18,,6,48,1,
12546x13141,PEMA,BW,STOCK,NA,HA,12546,13141,3,2,1,4/4/17,,1,,NA,
12546x13141,PEMA,BW,STOCK,NA,HA,12546,13141,4,3,1,4/30/17,,2,26,3,
12546x13141,PEMA,BW,STOCK,NA,HA,12546,13141,1,0,1,5/24/17,,3,24,4,
12546x13141,PEMA,BW,STOCK,NA,HA,12546,13141,5,3,2,6/20/17,,4,27,1,
12546x13141,PEMA,BW,STOCK,NA,HA,12546,13141,4,3,1,7/17/17,,5,27,5,
12546x13141,PEMA,BW,STOCK,NA,HA,12546,13141,4,3,1,9/30/17,,6,75,4,
12546x13141,PEMA,BW,STOCK,NA,HA,12546,13141,4,3,1,11/17/17,,7,48,4,
12546x13141,PEMA,BW,STOCK,NA,HA,12546,13141,4,2,2,1/9/18,,8,53,4,
12546x13141,PEMA,BW,STOCK,NA,HA,12546,13141,3,0,3,3/1/18,,9,51,4,
12546x13141,PEMA,BW,STOCK,NA,HA,12546,13141,1,1,0,3/27/18,,10,26,3,
12621x13539,PEMA,BW,STOCK,NA,HA,12621,13539,4,1,3,4/6/17,,1,,NA,
12621x13539,PEMA,BW,STOCK,NA,HA,12621,13539,4,2,2,5/3/17,,2,27,4,
12621x13539,PEMA,BW,STOCK,NA,HA,12621,13539,5,5,0,5/28/17,,3,25,4,
12621x13539,PEMA,BW,STOCK,NA,HA,12621,12539,4,3,1,6/27/17,,4,30,5,
12621x13539,PEMA,BW,STOCK,NA,HA,12621,13539,4,1,3,7/24/17,,5,27,4,
12621x13539,PEMA,BW,STOCK,NA,HA,12621,13539,2,1,1,9/27/17,,6,65,4,
12621x13539,PEMA,BW,STOCK,NA,HA,12621,13539,3,2,1,11/11/17,,7,45,2,
12649x11348,PEMA,BW,STOCK,NA,HA,12649,11348,1,1,0,3/20/17,,1,,NA,
12649x11348,PEMA,BW,STOCK,NA,HA,12649,11348,4,2,2,4/15/17,,2,26,1,
12649x11348,PEMA,BW,STOCK,NA,HA,12649,11348,3,2,1,5/10/17,,3,25,4,
12649x11348,PEMA,BW,STOCK,NA,HA,12649,11348,2,0,2,6/25/17,,4,46,3,
12649x11348,PEMA,BW,STOCK,NA,HA,12649,11348,2,2,0,7/20/17,,5,25,2,
12649x11348,PEMA,BW,STOCK,NA,HA,12649,11348,3,1,2,8/13/17,,6,24,2,
12649x11348,PEMA,BW,STOCK,NA,HA,12649,11348,1,0,1,10/3/17,,7,51,3,
12720x12271,PEMA,BW,STOCK,NA,HA,12720,12271,4,3,1,3/26/17,,1,,NA,
12756x12809,PEMA,BW,STOCK,NA,HA,12756,12809,3,1,2,2/19/17,,1,,NA,
12756x12809,PEMA,BW,STOCK,NA,HA,12756,12809,6,3,3,3/16/17,,2,25,3,
12756x12809,PEMA,BW,STOCK,NA,HA,12756,12809,6,4,2,4/10/17,,3,25,6,
12756x12809,PEMA,BW,STOCK,NA,HA,12756,12809,7,4,3,5/8/17,,4,28,6,
12756x12809,PEMA,BW,STOCK,NA,HA,12756,12809,5,4,1,5/31/17,,5,23,7,
12756x12809,PEMA,BW,STOCK,NA,HA,12756,12809,5,3,2,6/25/17,,6,25,5,
12756x12809,PEMA,BW,STOCK,NA,HA,12756,12809,5,1,4,7/19/17,,7,24,5,
12756x12809,PEMA,BW,STOCK,NA,HA,12756,12809,6,3,3,8/12/17,,8,24,5,
12756x12809,PEMA,BW,STOCK,NA,HA,12756,12809,3,1,2,9/7/17,,9,26,6,
12756x12809,PEMA,BW,STOCK,NA,HA,12756,12809,3,2,1,10/1/17,,10,24,3,
12756x12809,PEMA,BW,STOCK,NA,HA,12756,12809,2,1,1,11/22/17,,11,52,3,
12756x12809,PEMA,BW,STOCK,NA,HA,12756,12809,4,2,2,12/16/17,,12,24,2,
12756x12809,PEMA,BW,STOCK,NA,HA,12756,12809,3,2,1,1/8/18,,13,23,4,
12757x12810,PEMA,BW,STOCK,NA,HA,12757,12810,4,3,1,2/19/16,,1,,NA,
12757x12810,PEMA,BW,STOCK,NA,HA,12757,12810,5,3,2,3/16/17,,2,391,4,
12757x12810,PEMA,BW,STOCK,NA,HA,12757,12810,3,2,1,4/11/17,,3,26,5,
12757x12810,PEMA,BW,STOCK,NA,HA,12757,12810,5,3,2,5/6/17,,4,25,3,
12757x12810,PEMA,BW,STOCK,NA,HA,12757,12810,5,3,2,5/31/17,,5,25,5,
12757x12810,PEMA,BW,STOCK,NA,HA,12757,12810,5,2,3,6/26/17,,6,26,5,
12757x12810,PEMA,BW,STOCK,NA,HA,12757,12810,1,0,1,7/19/17,,7,23,5,
12757x12810,PEMA,BW,STOCK,NA,HA,12757,12810,6,2,4,8/12/17,,8,24,1,
12757x12810,PEMA,BW,STOCK,NA,HA,12757,12810,5,1,4,9/4/17,,9,23,6,
12757x12810,PEMA,BW,STOCK,NA,HA,12757,12810,3,1,2,10/1/17,,10,27,5,
12757x12810,PEMA,BW,STOCK,NA,HA,12757,12810,6,3,3,10/24/17,,11,23,3,
12757x12810,PEMA,BW,STOCK,NA,HA,12757,12810,4,2,2,11/18/17,,12,25,6,
12757x12810,PEMA,BW,STOCK,NA,HA,12757,12810,5,1,4,12/10/17,,13,22,4,
12757x12810,PEMA,BW,STOCK,NA,HA,12757,12810,2,2,0,1/31/18,,14,52,5,
12808x12548,PEMA,BW,STOCK,NA,HA,12808,12548,4,2,2,2/19/17,,1,,NA,
12808x12548,PEMA,BW,STOCK,NA,HA,12808,12548,5,2,3,3/18/17,,2,27,4,
12808x12548,PEMA,BW,STOCK,NA,HA,12808,12548,6,4,2,4/13/17,,3,26,5,
12808x12548,PEMA,BW,STOCK,NA,HA,12808,12548,6,5,1,5/9/17,,4,26,6,
12808x12548,PEMA,BW,STOCK,NA,HA,12808,12548,6,5,1,6/4/17,,5,26,6,
12808x12548,PEMA,BW,STOCK,NA,HA,12808,12548,4,1,3,7/1/17,,6,27,6,
12808x12548,PEMA,BW,STOCK,NA,HA,12808,12548,1,1,0,7/25/17,,7,24,4,
12808x12548,PEMA,BW,STOCK,NA,HA,12808,12548,3,1,2,8/18/17,,8,24,1,
12808x12548,PEMA,BW,STOCK,NA,HA,12808,12548,2,1,1,10/28/17,,9,71,3,
12808x12548,PEMA,BW,STOCK,NA,HA,12808,12548,2,0,2,11/25/17,,10,28,2,
12808x12548,PEMA,BW,STOCK,NA,HA,12808,12548,3,2,1,12/18/17,,11,23,2,
12808x12548,PEMA,BW,STOCK,NA,HA,12808,12548,2,1,1,3/1/18,,12,73,3,
12808x12548,PEMA,BW,STOCK,NA,HA,12808,12548,4,3,1,5/29/18,,13,89,2,
12933x12362,PEMA,BW,STOCK,NA,HA,12933,12362,3,2,1,3/17/17,,1,,NA,
12935x12362,PEMA,BW,STOCK,NA,HA,12935,12362,4,0,4,2/21/17,,1,,NA,
12935x12362,PEMA,BW,STOCK,NA,HA,12935,12362,5,2,3,5/7/17,,2,75,4,
12935x12362,PEMA,BW,STOCK,NA,HA,12935,12362,5,4,1,6/5/17,,3,29,5,
12935x12362,PEMA,BW,STOCK,NA,HA,12935,12362,1,0,1,6/30/17,,4,25,5,
12935x12362,PEMA,BW,STOCK,NA,HA,12935,12362,4,1,3,7/23/17,,5,23,1,
12935x12362,PEMA,BW,STOCK,NA,HA,12935,12362,1,0,1,8/18/17,,6,26,4,
12937x12961,PEMA,BW,STOCK,NA,HA,12937,12961,1,1,0,6/22/17,,1,,NA,
12957x12961,PEMA,BW,STOCK,NA,HA,12957,12961,4,1,3,7/17/17,,1,,NA,
12957x12961,PEMA,BW,STOCK,NA,HA,12957,12961,2,0,2,8/13/17,,2,27,4,
12958x12699,PEMA,BW,STOCK,NA,HA,12958,12699,4,1,3,3/5/17,,1,,NA,
12985x13708,PEMA,BW,STOCK,NA,HA,12985,13708,5,0,5,6/2/17,,1,,NA,
12986x13037,PEMA,BW,STOCK,NA,HA,12986,13037,5,4,1,3/26/17,,1,,NA,
12986x13037,PEMA,BW,STOCK,NA,HA,12986,13037,3,0,3,5/11/17,,2,46,5,
12986x13037,PEMA,BW,STOCK,NA,HA,12986,13037,7,5,2,6/6/17,,3,26,3,
12986x13037,PEMA,BW,STOCK,NA,HA,12986,13037,6,1,5,7/24/17,,4,48,7,
12986x13037,PEMA,BW,STOCK,NA,HA,12986,13037,1,0,1,9/5/17,,5,43,6,
12986x13037,PEMA,BW,STOCK,NA,HA,12986,13037,3,0,3,1/6/18,,6,123,1,
12986x13037,PEMA,BW,STOCK,NA,HA,12986,13037,3,2,1,1/31/18,,7,25,3,
12986x13037,PEMA,BW,STOCK,NA,HA,12986,13037,3,3,0,3/18/18,,8,46,3,
12986x13037,PEMA,BW,STOCK,NA,HA,12986,13037,2,1,1,5/1/18,,9,44,3,
13034x11098,PEMA,BW,STOCK,NA,HA,13034,11098,4,0,4,2/13/17,,1,,NA,
13034x11098,PEMA,BW,STOCK,NA,HA,13034,11098,3,2,1,3/15/17,,2,30,4,
13035x11259,PEMA,BW,STOCK,NA,HA,13035,11259,1,1,0,4/18/17,,1,,NA,
13035x11259,PEMA,BW,STOCK,NA,HA,13035,11259,1,0,1,5/12/17,,2,24,1,
13035x11259,PEMA,BW,STOCK,NA,HA,13035,11259,2,1,1,6/6/17,,3,25,1,
13035x11259,PEMA,BW,STOCK,NA,HA,13035,11259,4,2,2,7/2/17,,4,26,2,
13035x11259,PEMA,BW,STOCK,NA,HA,13035,11259,4,2,2,7/31/17,,5,29,4,
13035x11259,PEMA,BW,STOCK,NA,HA,13035,11259,5,3,2,8/28/17,,6,28,4,
13035x11259,PEMA,BW,STOCK,NA,HA,13035,11259,6,5,1,9/25/17,,7,28,5,
13035x11259,PEMA,BW,STOCK,NA,HA,13035,11259,4,2,2,11/11/17,,8,47,6,
13035x11259,PEMA,BW,STOCK,NA,HA,13035,11259,5,4,1,12/6/17,,9,25,4,
